latitude,longitude,species,H5N1,H5N2,H7N2,H7N8,timestamp,provenance
47.216814849846514,7.915254123083596,European Robin,0.0,1.0,0.0,0.0,2019-03-06,Wild
47.2006688971673,9.66780541731278,House Sparrow,1.0,0.0,0.0,0.0,2016-03-05,Wild
47.7379989026796,7.394784699238217,Turkey,1.0,0.0,0.0,0.0,2011-06-17,Livestock
46.9886135984076,7.901994861185416,Chicken,0.0,0.0,,0.0,2014-07-06,Livestock
46.59948351726668,7.108108975144099,Turkey,0.0,,,,2017-06-15,Livestock
47.436392245254424,8.760336311992067,Chicken,1.0,0.0,0.0,0.0,2015-10-02,Livestock
46.72358173611857,8.668145166390275,Great Tit,1.0,0.0,0.0,0.0,2011-03-18,Wild
47.00824425214485,7.731612008593843,Great Tit,1.0,0.0,0.0,0.0,2024-08-16,Wild
47.70443986736624,8.281342554384551,Chicken,0.0,0.0,1.0,0.0,2021-05-19,Livestock
46.57324042199296,9.393015428527141,Turkey,0.0,0.0,0.0,1.0,2014-02-18,Livestock
46.819013077532574,8.142614352593023,Goose,1.0,0.0,0.0,0.0,2021-03-18,Livestock
47.56899699301849,9.69722102111536,Duck,0.0,0.0,0.0,1.0,2022-05-28,Livestock
46.05622499717698,8.905871831206463,Common Chaffinch,0.0,0.0,1.0,0.0,2023-08-15,Wild
46.08801205334441,8.75191066771655,Great Tit,0.0,0.0,0.0,1.0,2012-05-21,Wild
46.48643737385948,7.86366696678522,Turkey,0.0,1.0,0.0,0.0,2011-04-14,Livestock
46.570323501990494,6.939653434399175,Chicken,1.0,0.0,0.0,0.0,2011-08-03,Livestock
47.73290135496624,10.229211624042506,European Robin,0.0,0.0,0.0,1.0,2013-08-21,Wild
47.45354502169628,6.92662656952116,Chicken,1.0,0.0,0.0,0.0,2016-08-22,Livestock
46.256958354195866,7.4076552071387685,Goose,0.0,0.0,0.0,1.0,2012-08-19,Livestock
46.72330265618157,7.684445247421179,Blackbird,1.0,0.0,0.0,0.0,2019-11-08,Wild
46.87414909563378,9.344231110942527,House Sparrow,0.0,0.0,0.0,1.0,2018-07-22,Wild
46.14389070225015,9.048166354238948,Eurasian Blue Tit,0.0,0.0,0.0,0.0,2021-06-27,Wild
47.58599117967291,6.499839504925085,Eurasian Magpie,0.0,1.0,0.0,0.0,2019-11-07,Wild
46.249038963642654,9.2241510684287,Common Chaffinch,0.0,0.0,1.0,0.0,2014-06-09,Wild
46.54723568228961,10.344829495610469,House Sparrow,0.0,0.0,0.0,1.0,2012-03-24,Wild
46.36376913294846,10.081465192409993,Goose,1.0,0.0,0.0,0.0,2010-02-27,Livestock
46.011471382322306,10.296149545146392,Chicken,0.0,1.0,0.0,0.0,2018-08-10,Livestock
47.373748298382786,7.606055485037775,Turkey,0.0,0.0,,,2012-09-07,Livestock
46.50122066281281,8.27078617339148,Duck,1.0,0.0,0.0,0.0,2021-05-12,Livestock
46.00982623016565,10.255031898907522,Chicken,0.0,,0.0,0.0,2022-08-19,Livestock
46.039595312238085,8.865359660143683,Blackbird,0.0,1.0,0.0,0.0,2022-03-18,Wild
46.05829226066241,7.151707985566963,Turkey,0.0,0.0,1.0,0.0,2018-08-07,Livestock
47.61453227518308,6.9629056576946065,Duck,0.0,0.0,,,2010-10-01,Livestock
46.60814950788063,8.082770462223909,House Sparrow,,0.0,,,2019-07-18,Wild
47.34320193233691,7.335420597400614,Common Chaffinch,0.0,1.0,0.0,0.0,2019-04-14,Wild
47.70606205192348,6.410984100614529,House Sparrow,0.0,1.0,0.0,0.0,2017-04-24,Wild
46.460528589808845,8.984088481721738,Eurasian Blue Tit,1.0,0.0,0.0,0.0,2016-02-02,Wild
46.255323363415144,10.144324122924797,Great Tit,0.0,0.0,1.0,0.0,2023-04-10,Wild
46.61154378681476,7.206224434167889,Turkey,0.0,0.0,0.0,,2010-06-04,Livestock
45.92659902610505,9.765947949193514,House Sparrow,,0.0,,0.0,2023-05-25,Wild
47.72240757210276,6.401288657742643,Eurasian Magpie,,0.0,0.0,,2015-12-13,Wild
46.352492602059144,9.668344318885447,Turkey,0.0,1.0,0.0,0.0,2016-10-11,Livestock
47.04835736839316,6.400773513869412,Duck,,,,,2010-06-21,Livestock
47.31922451095262,8.871523895650181,Blackbird,0.0,0.0,1.0,0.0,2010-08-26,Wild
47.656013533305966,8.77805143053971,Eurasian Magpie,0.0,0.0,1.0,0.0,2017-06-04,Wild
47.72914381898199,9.147149424004022,Eurasian Magpie,0.0,,0.0,,2010-01-11,Wild
47.61485177568408,9.803677323630865,House Sparrow,0.0,0.0,1.0,0.0,2020-08-08,Wild
47.577983724549775,8.90441015443466,Chicken,,,,,2016-11-05,Livestock
47.77482607159244,8.003224880509572,Turkey,0.0,0.0,0.0,1.0,2021-07-10,Livestock
46.31447833855493,6.412310651345537,Blackbird,1.0,0.0,0.0,0.0,2015-03-04,Wild
46.774417370286784,7.700617470503516,Turkey,0.0,0.0,1.0,0.0,2017-11-29,Livestock
46.37299678816704,8.826205958205204,Goose,0.0,0.0,0.0,1.0,2023-07-04,Livestock
46.588635170392884,7.618804606742681,Common Chaffinch,0.0,0.0,1.0,0.0,2011-08-04,Wild
47.34756681088513,7.417615596441589,Blackbird,0.0,1.0,0.0,0.0,2012-07-04,Wild
46.85255572699823,7.091347285249629,Eurasian Blue Tit,0.0,0.0,0.0,1.0,2020-05-26,Wild
47.79472234720227,9.0806137001117,Barn Swallow,0.0,1.0,0.0,0.0,2022-03-22,Wild
46.73987541645188,7.8496092443569365,Goose,0.0,1.0,0.0,0.0,2021-02-28,Livestock
46.87574590332975,9.340992651699224,Common Chaffinch,0.0,0.0,,0.0,2019-06-26,Wild
46.11119695794801,7.97441243278112,Common Chaffinch,0.0,0.0,0.0,1.0,2021-05-11,Wild
47.644964325286146,7.646842963060572,Goose,0.0,0.0,0.0,1.0,2024-02-17,Livestock
47.66704040768653,9.408363424927071,Turkey,,,,0.0,2024-04-15,Livestock
46.87110745705161,7.889423926647879,Goose,0.0,0.0,1.0,0.0,2017-06-26,Livestock
47.49219055769114,9.36308167508694,Blackbird,0.0,0.0,1.0,0.0,2015-06-10,Wild
45.99269779865243,8.894614660143663,European Robin,0.0,0.0,0.0,1.0,2021-10-22,Wild
47.0087824609065,8.000648948938242,Great Tit,0.0,0.0,0.0,1.0,2015-08-19,Wild
46.70899409438672,8.708858694610019,Goose,0.0,0.0,0.0,1.0,2016-08-17,Livestock
47.280388029725394,9.466444132306956,Eurasian Magpie,0.0,0.0,1.0,0.0,2015-01-30,Wild
46.12681632247603,9.702647377760101,Goose,0.0,1.0,0.0,0.0,2018-04-22,Livestock
47.30820694112662,10.135498561031776,Blackbird,1.0,0.0,0.0,0.0,2016-08-13,Wild
47.67458830638689,6.625176704133475,Goose,,0.0,0.0,,2020-01-26,Livestock
47.78039203653125,8.53696897177208,Common Chaffinch,0.0,1.0,0.0,0.0,2017-11-08,Wild
47.43106581398705,6.290393863052225,Eurasian Blue Tit,0.0,0.0,1.0,0.0,2013-08-08,Wild
46.41159719959485,9.646063150293376,Duck,0.0,0.0,0.0,1.0,2014-09-26,Livestock
46.34484484694359,6.82074629540045,Duck,,0.0,0.0,,2013-10-25,Livestock
46.012316959261135,7.164609213794449,Eurasian Blue Tit,0.0,0.0,0.0,0.0,2014-01-22,Wild
47.05860548936052,9.78693033651196,Barn Swallow,0.0,1.0,0.0,0.0,2017-11-29,Wild
47.48690444241965,8.68870690559972,Duck,1.0,0.0,0.0,0.0,2023-03-27,Livestock
46.971121350829165,6.815129399115813,Blackbird,1.0,0.0,0.0,0.0,2015-04-23,Wild
46.371988282978016,7.834360256069391,Goose,0.0,0.0,0.0,0.0,2021-11-11,Livestock
47.663126115123056,6.768502689113483,Chicken,0.0,,,,2011-03-05,Livestock
45.82123269857096,8.108164625620166,Chicken,,0.0,,,2020-10-24,Livestock
46.22566407108153,5.982251570645059,Turkey,0.0,0.0,1.0,0.0,2020-06-24,Livestock
46.761066732273875,8.411079545235335,Goose,0.0,0.0,1.0,0.0,2015-06-26,Livestock
46.38049967635479,8.57471839224963,Common Chaffinch,0.0,0.0,0.0,1.0,2014-02-24,Wild
46.63182514807414,9.883657366744783,Goose,0.0,0.0,0.0,1.0,2024-06-23,Livestock
45.982977416108916,6.847338400918819,Turkey,0.0,0.0,1.0,0.0,2023-07-29,Livestock
45.94713510687029,6.303851186786703,Duck,0.0,0.0,1.0,0.0,2019-06-16,Livestock
46.581732022135625,7.851924909744128,Great Tit,0.0,0.0,0.0,1.0,2018-04-24,Wild
46.2541266931624,9.76545503904029,Barn Swallow,0.0,0.0,0.0,1.0,2017-08-16,Wild
45.91421768554713,5.977358455493276,Common Chaffinch,0.0,0.0,0.0,1.0,2021-10-08,Wild
46.650359533948745,8.706118827632357,Blackbird,0.0,0.0,1.0,0.0,2018-01-19,Wild
47.7242277991594,9.05143313390382,Goose,,,,,2015-03-21,Livestock
46.78781473517376,9.407033838789058,Turkey,0.0,1.0,0.0,0.0,2015-05-15,Livestock
46.04828997923377,10.453853504261268,European Robin,0.0,0.0,0.0,1.0,2014-09-15,Wild
46.31997584355392,9.011440900178737,Chicken,,0.0,,0.0,2015-02-22,Livestock
45.95163256791339,6.479424524852764,European Robin,1.0,0.0,0.0,0.0,2019-06-01,Wild
46.111908927038016,10.240521938952952,Turkey,0.0,0.0,0.0,1.0,2011-09-30,Livestock
46.150705331815416,7.285533925515563,Blackbird,0.0,0.0,0.0,1.0,2015-10-19,Wild
47.05384121182847,8.195442372580793,Eurasian Blue Tit,0.0,0.0,0.0,1.0,2011-12-10,Wild
46.96210755350549,6.0113567595493285,Eurasian Magpie,1.0,0.0,0.0,0.0,2012-07-31,Wild
47.730055049417366,7.907839615550195,Blackbird,0.0,1.0,0.0,0.0,2012-01-07,Wild
46.05842289315073,9.725650449930221,Turkey,,,,,2024-08-19,Livestock
47.272019871754566,9.029266872257876,Duck,1.0,0.0,0.0,0.0,2020-05-16,Livestock
47.1649336474365,8.946979045600315,Great Tit,0.0,0.0,1.0,0.0,2021-03-27,Wild
46.106129413584625,7.224925830288092,European Robin,1.0,0.0,0.0,0.0,2012-08-30,Wild
46.92969884932225,6.019586064182753,Eurasian Magpie,0.0,0.0,0.0,1.0,2014-12-15,Wild
47.722367523882326,10.01241242986356,Great Tit,0.0,0.0,1.0,0.0,2021-12-17,Wild
47.04369211527808,8.497222257902067,Chicken,0.0,0.0,1.0,0.0,2023-05-28,Livestock
46.78321850414311,8.586600965441669,Eurasian Magpie,0.0,1.0,0.0,0.0,2021-01-07,Wild
46.60768105037217,6.433100007872132,Blackbird,0.0,0.0,0.0,,2020-02-15,Wild
47.076959421474385,10.062708794760393,Goose,0.0,0.0,1.0,0.0,2021-11-26,Livestock
47.277490104312434,8.094316575784994,Duck,0.0,0.0,0.0,1.0,2017-06-13,Livestock
47.263316033453805,8.422156620103884,Eurasian Blue Tit,,,0.0,0.0,2013-11-23,Wild
46.61523773746556,6.295681068088677,Blackbird,0.0,1.0,0.0,0.0,2018-01-02,Wild
46.35328991560009,8.753242082125746,Duck,0.0,0.0,0.0,1.0,2020-10-19,Livestock
47.560161622048426,9.247866888471362,Chicken,0.0,0.0,0.0,1.0,2015-09-03,Livestock
46.570320006553104,7.794520424022952,Chicken,,,,,2021-04-10,Livestock
47.62495189787513,6.098927280633709,Chicken,0.0,0.0,1.0,0.0,2014-04-18,Livestock
46.12753794223416,8.969665309941135,Chicken,,0.0,,,2010-12-03,Livestock
46.30848177392893,7.623093177712817,House Sparrow,0.0,0.0,0.0,1.0,2020-08-22,Wild
46.014788001295145,9.843272877279938,Chicken,0.0,1.0,0.0,0.0,2014-11-25,Livestock
46.62963380603883,7.392321684348011,Goose,0.0,1.0,0.0,0.0,2022-01-28,Livestock
47.72702319120593,9.02351191676906,Blackbird,0.0,0.0,0.0,1.0,2011-08-03,Wild
45.96014211018156,7.87587823495325,Common Chaffinch,1.0,0.0,0.0,0.0,2021-01-07,Wild
46.60558967069897,9.770617480953392,Barn Swallow,,,,,2018-01-13,Wild
46.4984320326627,7.0434577057846965,Barn Swallow,0.0,0.0,0.0,1.0,2013-03-30,Wild
47.05696637562097,8.743844474077417,Common Chaffinch,0.0,0.0,0.0,1.0,2015-10-13,Wild
46.20622687118033,7.196062253042111,Chicken,0.0,0.0,1.0,0.0,2024-03-31,Livestock
47.18369412267096,8.901653573310762,Turkey,0.0,0.0,0.0,1.0,2015-11-15,Livestock
47.33586788762937,9.137527895796303,Goose,0.0,0.0,1.0,0.0,2013-03-18,Livestock
47.67951734406694,8.172165886367877,Eurasian Magpie,0.0,0.0,0.0,1.0,2010-09-29,Wild
46.83887197943889,8.895562756238721,Goose,,,0.0,,2010-08-19,Livestock
46.944054658127314,6.008017630949241,House Sparrow,,0.0,,0.0,2022-04-17,Wild
46.45233311399825,7.609994488114074,Eurasian Magpie,0.0,0.0,,,2015-10-05,Wild
46.00999929484947,6.971878255638547,Chicken,,,,0.0,2020-07-03,Livestock
45.9463481561177,9.687861884413712,Great Tit,0.0,0.0,1.0,0.0,2013-11-14,Wild
46.108433634905225,9.876685097423728,Eurasian Magpie,0.0,,0.0,,2010-06-29,Wild
47.636389469562125,9.39947980875768,House Sparrow,,,,,2012-06-23,Wild
46.962675268468715,6.2500423842597765,Eurasian Magpie,0.0,1.0,0.0,0.0,2012-11-22,Wild
47.69138465988349,6.795367817184083,Common Chaffinch,0.0,0.0,0.0,1.0,2020-07-17,Wild
46.00141365434724,9.444400427098616,Barn Swallow,0.0,0.0,,,2017-10-26,Wild
47.03279100575237,9.425039994855107,Chicken,,,0.0,0.0,2017-07-07,Livestock
47.606371218240575,7.375948961382395,Duck,0.0,0.0,0.0,1.0,2021-09-29,Livestock
46.943490860619995,8.929470054625108,Goose,0.0,,,0.0,2014-01-13,Livestock
46.085181309074464,6.168237273780929,Duck,0.0,0.0,1.0,0.0,2010-05-17,Livestock
46.84888882870297,8.857585958293319,Duck,1.0,0.0,0.0,0.0,2020-04-26,Livestock
46.78186197575272,8.414369152020505,Duck,0.0,,0.0,0.0,2020-07-25,Livestock
46.714733878908234,6.595487322422915,Turkey,1.0,0.0,0.0,0.0,2015-04-04,Livestock
46.393792372356685,8.961932176183266,Chicken,0.0,1.0,0.0,0.0,2011-07-15,Livestock
46.314763332365025,8.286769126259843,Duck,0.0,0.0,0.0,,2019-01-12,Livestock
45.8402745326222,6.183822714121514,Turkey,0.0,0.0,0.0,1.0,2023-09-21,Livestock
47.37825129768036,6.8495719986109656,Duck,,0.0,0.0,0.0,2024-08-19,Livestock
46.42855736574746,9.136072291405487,Duck,0.0,0.0,0.0,1.0,2010-03-28,Livestock
47.37224330401646,8.581300431688813,Chicken,0.0,0.0,1.0,0.0,2019-12-12,Livestock
46.40217242308609,7.073578334934237,Duck,0.0,1.0,0.0,0.0,2018-01-08,Livestock
46.90850328812535,7.858600783619755,House Sparrow,0.0,0.0,,,2021-01-17,Wild
45.899259088363245,9.145825691703639,Chicken,1.0,0.0,0.0,0.0,2015-03-07,Livestock
45.81852212889601,7.2076960601085505,Chicken,0.0,1.0,0.0,0.0,2016-08-11,Livestock
47.47739778783356,6.589963776713665,Duck,0.0,0.0,0.0,1.0,2019-12-29,Livestock
46.61175987084241,7.573032514820784,Eurasian Magpie,0.0,0.0,0.0,1.0,2020-06-22,Wild
46.52446007888189,9.594410277819456,Duck,0.0,0.0,1.0,0.0,2013-09-12,Livestock
46.5111062956366,6.229065865975948,Goose,,0.0,,,2011-01-12,Livestock
46.97593299597949,6.887143102420146,Duck,1.0,0.0,0.0,0.0,2024-06-05,Livestock
46.9075984260544,6.258352338898042,Chicken,1.0,0.0,0.0,0.0,2010-11-11,Livestock
47.64241919274114,10.036373292558686,Turkey,0.0,0.0,0.0,0.0,2023-11-01,Livestock
46.95845452264395,8.764383042655282,House Sparrow,0.0,,0.0,0.0,2019-03-11,Wild
45.85350607164195,9.20513013518794,Turkey,1.0,0.0,0.0,0.0,2012-03-29,Livestock
46.01880780872824,7.875165842313987,House Sparrow,0.0,,0.0,0.0,2014-07-07,Wild
46.137307551020626,9.918095441474316,European Robin,0.0,0.0,,,2023-03-28,Wild
45.96492010973072,7.175609011145683,Chicken,0.0,1.0,0.0,0.0,2020-06-19,Livestock
47.310886849410764,8.93451510298586,Blackbird,1.0,0.0,0.0,0.0,2011-01-13,Wild
46.615557042723275,8.065283298718406,Goose,1.0,0.0,0.0,0.0,2018-05-05,Livestock
47.55101916622998,8.629399068157179,Chicken,,0.0,0.0,0.0,2014-09-05,Livestock
46.75063129216933,9.526964511420822,Goose,,,,0.0,2023-06-30,Livestock
47.533945331799124,6.392183535895947,Great Tit,0.0,1.0,0.0,0.0,2017-01-15,Wild
47.15843149438,9.703320403383342,Goose,1.0,0.0,0.0,0.0,2015-04-27,Livestock
47.712396576812694,8.007207788960995,Duck,0.0,0.0,1.0,0.0,2012-08-06,Livestock
45.86939247319754,7.53116750008437,Chicken,1.0,0.0,0.0,0.0,2011-08-03,Livestock
47.10448061698532,9.175457887432522,Chicken,,0.0,0.0,,2021-05-26,Livestock
46.50480821586077,10.224514819235702,Eurasian Magpie,0.0,0.0,0.0,1.0,2022-04-08,Wild
46.56389739173286,6.345980672407631,Blackbird,0.0,0.0,1.0,0.0,2011-10-06,Wild
47.78185139754061,9.637696578520803,European Robin,0.0,1.0,0.0,0.0,2024-05-31,Wild
46.27001799540637,6.598902782674542,House Sparrow,,0.0,,0.0,2023-09-25,Wild
45.96796872157389,6.971309507240628,Chicken,0.0,0.0,1.0,0.0,2010-06-29,Livestock
47.13917420943822,6.285789317654296,Blackbird,,,,0.0,2013-02-01,Wild
47.73382285082359,7.600711982741773,Eurasian Magpie,1.0,0.0,0.0,0.0,2011-07-25,Wild
46.31478689412612,7.809153764342959,Eurasian Magpie,0.0,0.0,1.0,0.0,2012-09-05,Wild
47.25357071786086,8.393746911265742,Duck,0.0,0.0,0.0,0.0,2022-11-01,Livestock
47.334012185152126,7.099081989537863,Common Chaffinch,0.0,0.0,0.0,1.0,2018-04-06,Wild
46.66320316246323,7.82805658485924,Goose,1.0,0.0,0.0,0.0,2015-11-15,Livestock
46.86528350617774,8.819852337648864,Chicken,0.0,0.0,0.0,1.0,2018-12-19,Livestock
45.891608784009414,8.698064640467758,Chicken,1.0,0.0,0.0,0.0,2010-02-17,Livestock
46.3670714625375,7.401433875356192,Blackbird,0.0,,,,2012-01-16,Wild
46.453992833493416,9.406756628240043,Barn Swallow,0.0,0.0,,0.0,2018-07-06,Wild
46.10357910127984,6.526902643015515,Chicken,1.0,0.0,0.0,0.0,2017-06-03,Livestock
47.04970671028919,6.875770959534395,Barn Swallow,,,,,2014-12-04,Wild
47.10637199354997,8.339180643782585,Eurasian Magpie,0.0,0.0,1.0,0.0,2012-12-03,Wild
46.39758556089545,6.643694159212675,Duck,1.0,0.0,0.0,0.0,2014-02-20,Livestock
47.23803217154835,6.235717415803244,Goose,0.0,0.0,0.0,1.0,2015-04-12,Livestock
47.34154643065983,6.0376378923677505,Turkey,0.0,1.0,0.0,0.0,2011-04-20,Livestock
46.68698171859601,8.73726339317183,Great Tit,,,0.0,0.0,2011-10-01,Wild
46.0714216715867,6.611515986828402,Blackbird,0.0,1.0,0.0,0.0,2022-12-07,Wild
46.1728828578441,10.29450207757857,European Robin,,,,,2020-09-02,Wild
46.11993588009582,7.412781914295671,Turkey,0.0,0.0,0.0,1.0,2017-07-10,Livestock
47.36313188197761,10.203512480703276,Duck,0.0,0.0,1.0,0.0,2018-08-19,Livestock
47.42306686973715,10.104603373374623,Blackbird,1.0,0.0,0.0,0.0,2010-12-20,Wild
45.94140834620001,8.227535930640617,Duck,1.0,0.0,0.0,0.0,2020-06-18,Livestock
47.56763570134319,6.671853823109533,Goose,1.0,0.0,0.0,0.0,2017-08-26,Livestock
46.58502999000601,10.348521116371993,House Sparrow,0.0,1.0,0.0,0.0,2011-01-20,Wild
45.986128541081435,8.080166894683375,Chicken,,0.0,0.0,0.0,2014-03-20,Livestock
46.205585800650745,6.768516698205344,Goose,0.0,1.0,0.0,0.0,2016-03-11,Livestock
47.79582358745559,9.283315368313787,Duck,0.0,0.0,1.0,0.0,2021-07-20,Livestock
47.00915973351333,10.256856699464496,House Sparrow,1.0,0.0,0.0,0.0,2019-06-30,Wild
46.83396122257098,9.079994391675124,Duck,0.0,1.0,0.0,0.0,2015-09-03,Livestock
46.42339781557122,9.836229579648888,European Robin,,,0.0,0.0,2015-04-08,Wild
47.031952483608464,6.889337675129233,Duck,0.0,,,0.0,2016-03-03,Livestock
47.207631350684544,7.861990394181456,Turkey,,,0.0,0.0,2012-05-04,Livestock
47.78268567644441,10.459986092626878,Common Chaffinch,1.0,0.0,0.0,0.0,2018-08-21,Wild
46.341656700391354,8.070350456606802,House Sparrow,0.0,,0.0,0.0,2013-01-28,Wild
45.99661517877492,10.38361556397577,Barn Swallow,0.0,0.0,1.0,0.0,2021-07-04,Wild
47.50928688016864,8.403867669762345,Barn Swallow,0.0,0.0,0.0,1.0,2013-12-25,Wild
46.14632710531135,8.20692580043965,Blackbird,,0.0,,,2017-11-08,Wild
47.05596892197632,7.075912230439082,Goose,0.0,0.0,0.0,1.0,2012-10-03,Livestock
47.71635504041602,6.583976077299882,European Robin,0.0,,,0.0,2022-02-07,Wild
45.90205393775417,6.0055219954947265,Blackbird,0.0,1.0,0.0,0.0,2014-08-23,Wild
45.982232370510566,8.291883397411343,Turkey,0.0,0.0,,,2010-06-15,Livestock
45.899716090603725,6.537654085155218,Chicken,0.0,0.0,1.0,0.0,2014-01-05,Livestock
46.12670048054243,9.935236522098918,Chicken,1.0,0.0,0.0,0.0,2015-06-04,Livestock
46.761369399165794,10.228940587880576,House Sparrow,0.0,0.0,,,2021-11-04,Wild
47.512369572789254,9.035931260993635,Barn Swallow,1.0,0.0,0.0,0.0,2011-05-08,Wild
47.2109695197159,7.34950920125421,Blackbird,0.0,1.0,0.0,0.0,2019-05-04,Wild
47.49458235571319,6.962573420603009,Chicken,0.0,,0.0,0.0,2014-01-21,Livestock
46.004691494443534,6.92692750702031,Goose,0.0,0.0,0.0,1.0,2020-02-26,Livestock
47.42168098082386,6.696506493083742,Great Tit,,,0.0,,2014-02-03,Wild
46.23224854965195,8.770940060769911,Turkey,1.0,0.0,0.0,0.0,2018-11-27,Livestock
47.02974457110016,8.552116311909483,Chicken,0.0,,,0.0,2020-10-24,Livestock
47.62290553585208,8.907944908462646,Duck,1.0,0.0,0.0,0.0,2016-01-28,Livestock
46.95045132852593,6.33905079790807,House Sparrow,1.0,0.0,0.0,0.0,2023-02-15,Wild
45.946359590724356,6.598141055400079,Turkey,0.0,0.0,1.0,0.0,2023-11-03,Livestock
47.613696901614574,9.869095311780683,Barn Swallow,,0.0,0.0,0.0,2022-03-08,Wild
47.62443246511731,9.85041918225002,Chicken,1.0,0.0,0.0,0.0,2023-06-17,Livestock
47.69736735088769,8.847157866035626,Eurasian Blue Tit,0.0,0.0,1.0,0.0,2018-10-08,Wild
47.659214368115144,8.695373071627735,Goose,0.0,1.0,0.0,0.0,2014-11-13,Livestock
47.6960675373383,10.481016580923828,Chicken,,,0.0,,2017-06-08,Livestock
46.54471241771971,9.422045789009243,Goose,,,0.0,,2021-10-10,Livestock
46.19352955171719,10.110978184676593,Duck,,0.0,,0.0,2017-04-29,Livestock
46.93975776078119,6.6599979216292695,Blackbird,1.0,0.0,0.0,0.0,2015-07-31,Wild
47.42611965055377,8.488038094914778,Duck,0.0,0.0,0.0,1.0,2012-11-01,Livestock
47.76806029276882,7.244222526817797,Duck,0.0,0.0,1.0,0.0,2020-06-17,Livestock
47.31546928672906,7.57418404711666,Duck,1.0,0.0,0.0,0.0,2011-04-12,Livestock
47.124229944654715,6.403221997051675,Duck,0.0,1.0,0.0,0.0,2010-07-13,Livestock
47.7461060986366,10.177067221583368,Barn Swallow,1.0,0.0,0.0,0.0,2014-01-06,Wild
45.9461356706849,10.121016396782949,Duck,1.0,0.0,0.0,0.0,2020-04-17,Livestock
46.52532993672679,7.434346918506845,Barn Swallow,,,0.0,0.0,2019-01-03,Wild
45.97466092971118,7.299587722468273,Goose,0.0,0.0,1.0,0.0,2014-04-01,Livestock
46.84783221760547,5.986827151409821,Eurasian Blue Tit,,,0.0,,2023-03-09,Wild
46.5419260628091,10.27089733814758,Goose,0.0,0.0,1.0,0.0,2021-10-22,Livestock
46.53007217137247,10.120543330206667,Turkey,1.0,0.0,0.0,0.0,2017-09-09,Livestock
46.67667822601038,8.116200520939898,Barn Swallow,,,0.0,,2015-02-07,Wild
46.076385101207684,8.745582594708974,European Robin,0.0,0.0,0.0,0.0,2014-01-11,Wild
47.452728902487266,6.041305625471473,Chicken,0.0,0.0,1.0,0.0,2017-12-14,Livestock
47.477359370786886,9.528849541298221,Common Chaffinch,0.0,0.0,0.0,1.0,2022-03-13,Wild
47.32325460943542,8.91426767045618,Goose,0.0,0.0,,0.0,2017-08-28,Livestock
47.575197584341,8.3802698183735,Duck,0.0,1.0,0.0,0.0,2023-01-23,Livestock
47.58658724636918,6.8308829917784095,Eurasian Magpie,1.0,0.0,0.0,0.0,2024-02-23,Wild
46.628347664215504,8.486081486399915,European Robin,0.0,1.0,0.0,0.0,2015-06-28,Wild
46.21688291135132,7.284623363546987,House Sparrow,,0.0,,0.0,2020-10-21,Wild
46.52811260560407,6.68958763318564,Turkey,1.0,0.0,0.0,0.0,2018-07-20,Livestock
46.30670139000868,8.001352084984948,European Robin,0.0,0.0,1.0,0.0,2024-05-02,Wild
46.593722996037734,7.4523712906615645,Eurasian Blue Tit,0.0,0.0,1.0,0.0,2021-01-28,Wild
